,State,County,Study ID,Data Year,ActivityProducedBy,Point of Measurement,Data Reliability,Other Generator Notes,Recycling Includes Composting,Residential Breakout (tons),Commercial Breakout (tons),Institutional Breakout (tons),Industrial Breakout (tons),C&D Breakout (tons),Other Generator Breakout (tons),Compost,Exports,Imports,Landfill,MRF,Other,Total Disposal,Total Recycling,WTE
4335,Pennsylvania,Jefferson,803.0,2008,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27188.000000000004,0.0,0.0
4336,Pennsylvania,Jefferson,803.0,2009,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24083.9,0.0,0.0
4337,Pennsylvania,Jefferson,803.0,2010,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23265.0,0.0,0.0
4338,Pennsylvania,Jefferson,803.0,2011,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23452.7,0.0,0.0
4339,Pennsylvania,Jefferson,803.0,2012,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24116.3,0.0,0.0
4340,Pennsylvania,Jefferson,803.0,2013,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24874.600000000002,0.0,0.0
4341,Pennsylvania,Jefferson,803.0,2014,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25588.5,0.0,0.0
4342,Pennsylvania,Jefferson,803.0,2015,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24094.6,0.0,0.0
4343,Pennsylvania,Jefferson,803.0,2016,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22363.5,0.0,0.0
4344,Pennsylvania,Jefferson,803.0,2017,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22340.5,0.0,0.0
4345,Pennsylvania,Jefferson,803.0,2018,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21394.1,0.0,0.0
4346,Pennsylvania,Jefferson,803.0,2019,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22705.2,0.0,0.0
4347,Pennsylvania,Jefferson,803.0,2020,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21940.3,0.0,0.0
4348,Pennsylvania,Jefferson,803.0,2021,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23065.300000000003,0.0,0.0
4349,Pennsylvania,Jefferson,803.0,2022,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21029.0,0.0,0.0
4350,Pennsylvania,Jefferson,803.0,2023,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17579.4,0.0,0.0
4351,Pennsylvania,Jefferson,803.0,2024,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17669.5,0.0,0.0
4352,Pennsylvania,Juniata,803.0,2000,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17654.5,0.0,0.0
4353,Pennsylvania,Juniata,803.0,2001,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10249.800000000001,0.0,0.0
4354,Pennsylvania,Juniata,803.0,2002,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8410.1,0.0,0.0
4355,Pennsylvania,Juniata,803.0,2003,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12611.2,0.0,0.0
4356,Pennsylvania,Juniata,803.0,2004,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13860.8,0.0,0.0
4357,Pennsylvania,Juniata,803.0,2005,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11322.900000000001,0.0,0.0
4358,Pennsylvania,Juniata,803.0,2006,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3141.7000000000003,0.0,0.0
4359,Pennsylvania,Juniata,803.0,2007,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2752.6,0.0,0.0
4360,Pennsylvania,Juniata,803.0,2008,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2608.9,0.0,0.0
4361,Pennsylvania,Juniata,803.0,2009,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1699.9,0.0,0.0
4362,Pennsylvania,Juniata,803.0,2010,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,222.1,0.0,0.0
4363,Pennsylvania,Juniata,803.0,2011,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0
4364,Pennsylvania,Juniata,803.0,2012,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,177.7,0.0,0.0
4365,Pennsylvania,Juniata,803.0,2013,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,167.8,0.0,0.0
4366,Pennsylvania,Juniata,803.0,2014,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0
4367,Pennsylvania,Juniata,803.0,2015,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9356.099999999999,0.0,0.0
4368,Pennsylvania,Juniata,803.0,2016,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9148.9,0.0,0.0
4369,Pennsylvania,Juniata,803.0,2017,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9625.699999999999,0.0,0.0
4370,Pennsylvania,Juniata,803.0,2018,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9656.3,0.0,0.0
4371,Pennsylvania,Juniata,803.0,2019,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9858.1,0.0,0.0
4372,Pennsylvania,Juniata,803.0,2020,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9386.3,0.0,0.0
4373,Pennsylvania,Juniata,803.0,2021,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10518.699999999999,0.0,0.0
4374,Pennsylvania,Juniata,803.0,2022,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11740.800000000001,0.0,0.0
4375,Pennsylvania,Juniata,803.0,2023,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12562.4,0.0,0.0
4376,Pennsylvania,Juniata,803.0,2024,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13783.4,0.0,0.0
4377,Pennsylvania,Lackawanna,803.0,2000,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,199236.9,0.0,0.0
4378,Pennsylvania,Lackawanna,803.0,2001,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,216453.1,0.0,0.0
4379,Pennsylvania,Lackawanna,803.0,2002,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,221444.5,0.0,0.0
4380,Pennsylvania,Lackawanna,803.0,2003,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,244034.00000000003,0.0,0.0
4381,Pennsylvania,Lackawanna,803.0,2004,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,261110.30000000002,0.0,0.0
4382,Pennsylvania,Lackawanna,803.0,2005,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,267074.3,0.0,0.0
4383,Pennsylvania,Lackawanna,803.0,2006,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,299752.9,0.0,0.0
4384,Pennsylvania,Lackawanna,803.0,2007,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,278951.5,0.0,0.0
4385,Pennsylvania,Lackawanna,803.0,2008,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,257455.1,0.0,0.0
4386,Pennsylvania,Lackawanna,803.0,2009,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,227413.4,0.0,0.0
4387,Pennsylvania,Lackawanna,803.0,2010,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,210605.6,0.0,0.0
4388,Pennsylvania,Lackawanna,803.0,2011,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,227057.4,0.0,0.0
4389,Pennsylvania,Lackawanna,803.0,2012,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,216395.1,0.0,0.0
4390,Pennsylvania,Lackawanna,803.0,2013,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,209805.9,0.0,0.0
4391,Pennsylvania,Lackawanna,803.0,2014,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,204636.4,0.0,0.0
4392,Pennsylvania,Lackawanna,803.0,2015,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,208484.9,0.0,0.0
4393,Pennsylvania,Lackawanna,803.0,2016,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,216616.0,0.0,0.0
4394,Pennsylvania,Lackawanna,803.0,2017,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,239438.3,0.0,0.0
4395,Pennsylvania,Lackawanna,803.0,2018,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,240287.40000000002,0.0,0.0
4396,Pennsylvania,Lackawanna,803.0,2019,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,225248.60000000003,0.0,0.0
4397,Pennsylvania,Lackawanna,803.0,2020,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,216330.1,0.0,0.0
4398,Pennsylvania,Lackawanna,803.0,2021,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,213154.19999999998,0.0,0.0
4399,Pennsylvania,Lackawanna,803.0,2022,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,186216.40000000002,0.0,0.0
4400,Pennsylvania,Lackawanna,803.0,2023,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,173268.5,0.0,0.0
4401,Pennsylvania,Lackawanna,803.0,2024,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,160222.5,0.0,0.0
4402,Pennsylvania,Lancaster,803.0,2000,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,311952.6,0.0,0.0
4403,Pennsylvania,Lancaster,803.0,2001,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,312881.0,0.0,0.0
4404,Pennsylvania,Lancaster,803.0,2002,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,317606.20000000007,0.0,0.0
4405,Pennsylvania,Lancaster,803.0,2003,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,337173.10000000003,0.0,0.0
4406,Pennsylvania,Lancaster,803.0,2004,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,340206.9,0.0,0.0
4407,Pennsylvania,Lancaster,803.0,2005,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,325176.50000000006,0.0,0.0
4408,Pennsylvania,Lancaster,803.0,2006,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,334467.2,0.0,0.0
4409,Pennsylvania,Lancaster,803.0,2007,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,331323.5,0.0,0.0
4410,Pennsylvania,Lancaster,803.0,2008,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,318056.9,0.0,0.0
4411,Pennsylvania,Lancaster,803.0,2009,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,318193.0,0.0,0.0
4412,Pennsylvania,Lancaster,803.0,2010,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,317085.0,0.0,0.0
4413,Pennsylvania,Lancaster,803.0,2011,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,330610.1,0.0,0.0
4414,Pennsylvania,Lancaster,803.0,2012,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,322640.2,0.0,0.0
4415,Pennsylvania,Lancaster,803.0,2013,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,321594.89999999997,0.0,0.0
4416,Pennsylvania,Lancaster,803.0,2014,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,322712.7,0.0,0.0
4417,Pennsylvania,Lancaster,803.0,2015,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,320075.60000000003,0.0,0.0
4418,Pennsylvania,Lancaster,803.0,2016,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,325924.69999999995,0.0,0.0
4419,Pennsylvania,Lancaster,803.0,2017,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,335360.6,0.0,0.0
4420,Pennsylvania,Lancaster,803.0,2018,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,375316.9,0.0,0.0
4421,Pennsylvania,Lancaster,803.0,2019,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,360345.8,0.0,0.0
4422,Pennsylvania,Lancaster,803.0,2020,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,350943.1,0.0,0.0
4423,Pennsylvania,Lancaster,803.0,2021,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,361796.1,0.0,0.0
4424,Pennsylvania,Lancaster,803.0,2022,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,364320.60000000003,0.0,0.0
4425,Pennsylvania,Lancaster,803.0,2023,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,368320.30000000005,0.0,0.0
4426,Pennsylvania,Lancaster,803.0,2024,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,368121.9,0.0,0.0
4427,Pennsylvania,Lawrence,803.0,2000,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8571.2,0.0,0.0
4428,Pennsylvania,Lawrence,803.0,2001,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9702.199999999999,0.0,0.0
4429,Pennsylvania,Lawrence,803.0,2002,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21839.9,0.0,0.0
4430,Pennsylvania,Lawrence,803.0,2003,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21929.300000000003,0.0,0.0
4431,Pennsylvania,Lawrence,803.0,2004,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20109.7,0.0,0.0
4432,Pennsylvania,Lawrence,803.0,2005,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19472.4,0.0,0.0
4433,Pennsylvania,Lawrence,803.0,2006,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19124.1,0.0,0.0
4434,Pennsylvania,Lawrence,803.0,2007,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18745.7,0.0,0.0
4435,Pennsylvania,Lawrence,803.0,2008,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13764.9,0.0,0.0
4436,Pennsylvania,Lawrence,803.0,2009,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7831.5,0.0,0.0
4437,Pennsylvania,Lawrence,803.0,2010,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19238.300000000003,0.0,0.0
4438,Pennsylvania,Lawrence,803.0,2011,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19853.0,0.0,0.0
4439,Pennsylvania,Lawrence,803.0,2012,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17484.8,0.0,0.0
4440,Pennsylvania,Lawrence,803.0,2013,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14378.699999999999,0.0,0.0
4441,Pennsylvania,Lawrence,803.0,2014,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12847.7,0.0,0.0
4442,Pennsylvania,Lawrence,803.0,2015,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12829.7,0.0,0.0
4443,Pennsylvania,Lawrence,803.0,2016,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11892.3,0.0,0.0
4444,Pennsylvania,Lawrence,803.0,2017,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11368.100000000002,0.0,0.0
4445,Pennsylvania,Lawrence,803.0,2018,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10972.699999999999,0.0,0.0
4446,Pennsylvania,Lawrence,803.0,2019,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10830.1,0.0,0.0
4447,Pennsylvania,Lawrence,803.0,2020,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10139.5,0.0,0.0
4448,Pennsylvania,Lawrence,803.0,2021,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8711.7,0.0,0.0
4449,Pennsylvania,Lawrence,803.0,2022,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7623.3,0.0,0.0
4450,Pennsylvania,Lawrence,803.0,2023,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7460.7,0.0,0.0
4451,Pennsylvania,Lawrence,803.0,2024,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7227.000000000001,0.0,0.0
4452,Pennsylvania,Lebanon,803.0,2000,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,70615.6,0.0,0.0
4453,Pennsylvania,Lebanon,803.0,2001,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,70817.20000000001,0.0,0.0
4454,Pennsylvania,Lebanon,803.0,2002,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73857.8,0.0,0.0
4455,Pennsylvania,Lebanon,803.0,2003,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,80727.3,0.0,0.0
4456,Pennsylvania,Lebanon,803.0,2004,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,84563.8,0.0,0.0
4457,Pennsylvania,Lebanon,803.0,2005,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,82828.0,0.0,0.0
4458,Pennsylvania,Lebanon,803.0,2006,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,82942.9,0.0,0.0
4459,Pennsylvania,Lebanon,803.0,2007,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,77660.9,0.0,0.0
4460,Pennsylvania,Lebanon,803.0,2008,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,74209.4,0.0,0.0
4461,Pennsylvania,Lebanon,803.0,2009,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,82212.4,0.0,0.0
4462,Pennsylvania,Lebanon,803.0,2010,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,82587.79999999999,0.0,0.0
4463,Pennsylvania,Lebanon,803.0,2011,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,86668.60000000002,0.0,0.0
4464,Pennsylvania,Lebanon,803.0,2012,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,81450.70000000001,0.0,0.0
4465,Pennsylvania,Lebanon,803.0,2013,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,80371.09999999999,0.0,0.0
4466,Pennsylvania,Lebanon,803.0,2014,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,80151.0,0.0,0.0
4467,Pennsylvania,Lebanon,803.0,2015,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,79893.59999999999,0.0,0.0
4468,Pennsylvania,Lebanon,803.0,2016,Unspecified,"Landfill, WTE",1.0,nan,U,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,83042.90000000001,0.0,0.0
